id,date,country_id,snu_id,lgu_id,community_id,country,snu_name,lgu_name,community_name,buyer_id,fisher_id,gear_type,ma_id,ma_name,ma_lat,ma_lon,population,community_lat,community_lon,est_buyers,est_fishers,label,buying_unit,fishbase_id,weight_mt,count,total_price_usd,family_scientific,family_local,species_scientific,species_local,is_focal,a,b,lmax,yearmonth
e5d8d094-edb5-4ccb-8a00-92aee7e94e24,2022-05-12,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2790591231909,Atarraya,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sardina,Sardina,1043.0,0.0680999994,99150,97.06500000000001,Clupeidae,,Sardinella aurita,Sardina,0,0.008849167,3.048295833,17.0,2022-05-01
b9bdca4e-b48c-4d76-b9d1-9e58abb1c586,2022-05-05,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2322411981801,Atarraya,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sardina,Sardina,1043.0,0.09079999920000001,122600,77.652,Clupeidae,,Sardinella aurita,Sardina,0,0.008849167,3.048295833,17.0,2022-05-01
1720c94c-e12b-457c-9c0c-25a8f236b0c5,2022-04-05,4,21,126,1174,Guatemala,Izabal,Puerto Barrios,La Graciosa,925,2551 69450 1801,Línea y anzuelo,19.0,Puerto Barrios,,,94.0,15.86632,-88.54422,0.0,15.0,Jurel,Jurel,71.0,0.01815999984,87,25.884,Carangidae,,Caranx hippos,Jurel,0,0.03045,2.854,62.71428571,2022-04-01
f89e8217-21a3-4f35-9592-7151d6745388,2022-05-28,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2790591231909,Línea y anzuelo,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sierra,Sierra,136.0,0.01815999984,35,62.1216,Scombridae,,Scomberomorus sierra,Sierra,0,0.0109525,2.85325,104.0,2022-05-01
3b3e5733-b56f-4aec-87a4-b26ae32363c9,2022-04-05,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2790591231909,Línea y anzuelo,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sierra,Sierra,136.0,0.021337999812,30,66.91014,Scombridae,,Scomberomorus sierra,Sierra,0,0.0109525,2.85325,104.0,2022-04-01
b7a3103e-922e-48ed-a33f-8c449d64950a,2022-03-25,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2790591231909,Línea y anzuelo,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sierra,Sierra,136.0,0.010441999908,15,32.74326,Scombridae,,Scomberomorus sierra,Sierra,0,0.0109525,2.85325,104.0,2022-03-01
31468e16-bf38-4485-aea2-7994a7dbfde0,2022-03-24,4,21,126,1174,Guatemala,Izabal,Puerto Barrios,La Graciosa,925,2551 69450 1801,Línea y anzuelo,19.0,Puerto Barrios,,,94.0,15.86632,-88.54422,0.0,15.0,Liseta,Liseta,1086.0,0.00907999992,13,7.7652,Mugilidae,,Mugil curema,Liseta,0,0.020196897,2.903927586,44.0,2022-03-01
b26a9376-e69a-46f5-9586-af61df58088b,2022-04-07,4,21,126,1171,Guatemala,Izabal,Puerto Barrios,El Quetzalito,924,1660268831801,Línea y anzuelo,19.0,Puerto Barrios,,,285.0,15.74719,-88.27406,1.0,40.0,Ronco,Ronco,1140.0,0.007717999932,9,17.60112,Haemulidae,,Haemulon plumierii,Ronco,0,0.025661765,2.956776471,25.0,2022-04-01
5e07f18d-b460-4dc4-bdbe-557ae2b677e4,2022-05-02,4,21,126,1171,Guatemala,Izabal,Puerto Barrios,El Quetzalito,924,1712874441801,Línea y anzuelo,19.0,Puerto Barrios,,,285.0,15.74719,-88.27406,1.0,40.0,Sábalo,Sábalo,1079.0,0.01361999988,2,19.413,Megalopidae,,Megalops atlanticus,Sábalo,0,0.008355,2.9635,43.29999924,2022-05-01
63fc5812-2d9f-4b84-88d7-a220919fd17c,2022-05-26,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,3308138891801,Nazas,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Jaiba,Jaiba,422047.0,0.00226999998,15,6.471,,,,,0,,,,2022-05-01
d21c6880-1157-41c6-8647-942b73d36e12,2022-04-18,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,3308138891801,Atarraya,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sardina,Sardina,1043.0,0.18159999840000002,245200,103.536,Clupeidae,,Sardinella aurita,Sardina,0,0.008849167,3.048295833,17.0,2022-04-01
2696927c-34ee-45fb-9a49-463cf55c5d68,2022-04-08,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2265913601801,Atarraya,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sardina,Sardina,1043.0,0.09079999920000001,122600,77.652,Clupeidae,,Sardinella aurita,Sardina,0,0.008849167,3.048295833,17.0,2022-04-01
b06d0f31-a9e5-413f-a5db-e77350276cb0,2022-01-28,4,21,126,1172,Guatemala,Izabal,Puerto Barrios,San Francisco del Mar,865,3310 11697 1801,Línea y anzuelo,19.0,Puerto Barrios,,,180.0,15.83969,-88.41887,1.0,90.0,Langosta,Langosta,999999006.0,0.05901999948,65,740.2824,Palinuridae,,Panulirus argus,Langosta,0,0.0529,2.91,,2022-01-01
559b022d-f202-478b-9fb9-958e1444bfdd,2022-03-23,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2322411981801,Atarraya,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sardina,Sardina,1043.0,0.36319999680000004,490400,621.216,Clupeidae,,Sardinella aurita,Sardina,0,0.008849167,3.048295833,17.0,2022-03-01
d14c4b6d-faf2-441a-baa4-9f87baa739ae,2022-04-26,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2265913601801,Atarraya,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sardina,Sardina,1043.0,0.18159999840000002,245200,414.144,Clupeidae,,Sardinella aurita,Sardina,0,0.008849167,3.048295833,17.0,2022-04-01
57ddc0cd-88fd-4d20-91e7-1b738b584da4,2022-04-18,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,2265913601801,Atarraya,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sardina,Sardina,1043.0,0.18159999840000002,245200,103.536,Clupeidae,,Sardinella aurita,Sardina,0,0.008849167,3.048295833,17.0,2022-04-01
22796796-8a28-47c5-a93e-98b91c48e02f,2022-04-07,4,21,126,3433,Guatemala,Izabal,Puerto Barrios,Barrio el Estrecho,865,3308138891801,Atarraya,19.0,Puerto Barrios,,,500.0,15.74229,-88.5944,2.0,40.0,Sardina,Sardina,1043.0,0.00907999992,12260,7.7652,Clupeidae,,Sardinella aurita,Sardina,0,0.008849167,3.048295833,17.0,2022-04-01
5410c08b-a65b-4810-8648-13c2138bc651,2022-03-24,4,21,126,1174,Guatemala,Izabal,Puerto Barrios,La Graciosa,925,2551 69450 1801,Línea y anzuelo,19.0,Puerto Barrios,,,94.0,15.86632,-88.54422,0.0,15.0,Palometa,Palometa,380.0,0.005447999952,12,6.212160000000001,Carangidae,,Trachinotus carolinus,Palometa,0,0.029966667,2.62,45.55999985,2022-03-01
